case_id,volume,decision_date,stored_dept,corrected_dept,confidence,county,panel_dept,panel_used,panel
12516211,234AD3d,2025-01-28,2,1,HIGH,new york,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516212,234AD3d,2025-01-28,2,1,HIGH,bronx,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516213,234AD3d,2025-01-28,2,1,HIGH,bronx,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516214,234AD3d,2025-01-28,2,1,HIGH,bronx,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516215,234AD3d,2025-01-28,2,1,HIGH,bronx,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516216,234AD3d,2025-01-28,2,1,HIGH,bronx,1,4,Friedman; Scarpulla; Rosado; O’Neill Levy
12516217,234AD3d,2025-01-28,2,1,HIGH,bronx,1,5,Manzanet-Daniels; Friedman; Gesmer; Shulman; Michael
12516218,234AD3d,2025-01-28,2,1,HIGH,bronx,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516219,234AD3d,2025-01-28,2,1,HIGH,new york,1,5,Webber; Friedman; Scarpulla; Rosado; O’Neill Levy
12516220,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Manzanet-Daniels; Webber; Moulton; Rodriguez; Rosado
12516221,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516222,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516223,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516224,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516226,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516227,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516228,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516229,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516230,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516231,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516232,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516233,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516234,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Kennedy; Gonzalez; Mendez; Rodriguez
12516235,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516236,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516237,234AD3d,2025-01-30,2,1,HIGH,bronx,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516238,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516239,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516240,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12516407,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Genovesi; Taylor; Hom
12516408,234AD3d,2025-01-29,1,2,HIGH,westchester,2,3,Duffy; Christopher; Landicino
12516410,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Miller; Dowling; Wan
12516411,234AD3d,2025-01-29,1,2,HIGH,orange,2,3,Duffy; Christopher; Landicino
12516412,234AD3d,2025-01-29,1,2,HIGH,westchester,2,3,Christopher; Love; Hom
12516414,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Miller; Voutsinas; Ventura
12516415,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Christopher; Voutsinas; Ventura
12516416,234AD3d,2025-01-29,1,2,HIGH,putnam,2,3,Christopher; Warhit; Taylor
12516417,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Ford; Voutsinas; Golia
12516418,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Wooten; Landicino; Mccormack
12516419,234AD3d,2025-01-29,1,2,HIGH,nassau,2,3,Christopher; Warhit; Golia
12516420,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Wooten; Landicino; Mccormack
12516421,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Christopher; Warhit; Golia
12516422,234AD3d,2025-01-29,1,2,HIGH,suffolk,2,3,Genovesi; Taylor; Hom
12516423,234AD3d,2025-01-29,1,2,HIGH,nassau,2,3,Christopher; Warhit; Golia
12516424,234AD3d,2025-01-29,1,2,HIGH,orange,2,3,Christopher; Warhit; Golia
12516425,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Wooten; Dowling; Taylor
12516426,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Voutsinas; Landicino; Mccormack
12516427,234AD3d,2025-01-29,1,2,HIGH,suffolk,2,3,Chambers; Wan; Landicino
12516428,234AD3d,2025-01-29,1,2,HIGH,richmond,2,3,Wooten; Warhit; Taylor
12516429,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Miller; Ford; Dowling
12516430,234AD3d,2025-01-29,1,2,HIGH,nassau,2,3,Wooten; Dowling; Wan
12516431,234AD3d,2025-01-29,1,2,HIGH,kings+queens,2,3,Wooten; Dowling; Taylor
12516432,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Miller; Dowling; Wan
12516433,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Miller; Dowling; Taylor
12516434,234AD3d,2025-01-31,1,2,HIGH,suffolk,2,3,Wooten; Ventura; Golia
12516526,234AD3d,2025-01-30,3,4,MED,erie,4,1,Aarons; Pritzker; Fisher; Mackey
12532687,234AD3d,2025-01-09,2,1,HIGH,new york,1,5,Moulton; Kapnick; Scarpulla; Mendez; O’Neill Levy
12532688,234AD3d,2025-01-09,2,1,HIGH,new york,1,5,Manzanet-Daniels; Pitt-Burke; Higgitt; Rosado; Michael
12532689,234AD3d,2025-01-09,2,1,HIGH,new york,1,5,Manzanet-Daniels; Pitt-Burke; Higgitt; Rosado; Michael
12532690,234AD3d,2025-01-09,2,1,HIGH,new york,1,5,Manzanet-Daniels; Pitt-Burke; Higgitt; Rosado; Michael
12532691,234AD3d,2025-01-14,2,1,MED,bronx,1,2,Kern; Kennedy
12532692,234AD3d,2025-01-16,2,1,HIGH,new york,1,5,Webber; Gesmer; Shulman; Pitt-Burke; Higgitt
12532693,234AD3d,2025-01-16,2,1,HIGH,bronx,1,5,Webber; Gesmer; Shulman; Pitt-Burke; Higgitt
12532694,234AD3d,2025-01-21,2,1,MED,new york,1,2,Kern; Kennedy
12532695,234AD3d,2025-01-23,2,1,HIGH,bronx,1,5,Manzanet-Daniels; Kapnick; Shulman; Higgitt; Michael
12532696,234AD3d,2025-01-28,2,1,HIGH,bronx,1,4,Webber; Friedman; Scarpulla; Rosado
12532697,234AD3d,2025-01-30,2,1,HIGH,new york,1,5,Kern; Singh; Kennedy; Rodriguez; Michael
12532721,234AD3d,2025-01-29,1,2,HIGH,nassau,2,3,Genovesi; Wan; Love
12532722,234AD3d,2025-01-29,1,2,MED,,2,3,Miller; Christopher; Ventura
12532723,234AD3d,2025-01-29,1,2,HIGH,westchester,2,3,Miller; Dowling; Taylor
12532724,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Ford; Landicino; Golia
12532725,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Chambers; Voutsinas; Mccormack
12532726,234AD3d,2025-01-29,1,2,HIGH,queens,2,3,Ford; Landicino; Golia
12532727,234AD3d,2025-01-29,1,2,HIGH,kings,2,3,Genovesi; Christopher; Landicino
12518522,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Montour; Smith; DelConte; Hannah
12518523,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Montour; Smith; DelConte; Hannah
12518526,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518527,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518528,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518529,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518530,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518531,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518532,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518533,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518534,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518535,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518536,237AD3d,2025-04-25,1,4,HIGH,erie+niagara,4,5,Whalen; Curran; Smith; Nowak; DelConte
12518537,237AD3d,2025-04-25,1,4,HIGH,niagara,4,4,Whalen; Curran; Smith; DelConte
12518538,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12518539,237AD3d,2025-04-25,1,4,HIGH,onondaga,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12518540,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12518542,237AD3d,2025-04-25,1,4,HIGH,onondaga,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12518543,237AD3d,2025-04-25,1,4,HIGH,niagara,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12518544,237AD3d,2025-04-25,1,4,HIGH,niagara,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12518545,237AD3d,2025-04-25,1,4,MED,,4,5,Curran; Bannister; Smith; DelConte; Hannah
12518546,237AD3d,2025-04-25,1,4,HIGH,monroe,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12518552,237AD3d,2025-04-25,1,4,HIGH,monroe+erie,4,5,Lindley; Curran; Ogden; DelConte; Keane
12518553,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Lindley; Curran; Ogden; DelConte; Keane
12518554,237AD3d,2025-04-25,1,4,HIGH,onondaga+erie,4,5,Lindley; Curran; Ogden; DelConte; Keane
12518555,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Lindley; Curran; Ogden; DelConte; Keane
12518556,237AD3d,2025-04-25,1,4,HIGH,monroe,4,5,Bannister; Montour; Smith; Nowak; Hannah
12518557,237AD3d,2025-04-25,1,4,MED,,4,5,Bannister; Montour; Smith; Nowak; Hannah
12518560,237AD3d,2025-04-25,1,4,HIGH,chautauqua,4,5,Smith; Montour; Greenwood; Nowak; Keane
12518561,237AD3d,2025-04-25,1,4,HIGH,wyoming,4,5,Lindley; Curran; Bannister; Nowak; Hannah
12518562,237AD3d,2025-04-25,1,4,HIGH,onondaga,4,5,Lindley; Curran; Bannister; Nowak; Hannah
12518563,237AD3d,2025-04-25,1,4,HIGH,onondaga,4,5,Lindley; Curran; Bannister; Nowak; Hannah
12518564,237AD3d,2025-04-25,1,4,HIGH,monroe,4,5,Whalen; Lindley; Bannister; Nowak; Hannah
12518565,237AD3d,2025-04-25,1,4,HIGH,monroe,4,5,Lindley; Curran; Ogden; Nowak; DelConte
12518566,237AD3d,2025-04-25,1,4,HIGH,oneida,4,4,Lindley; Curran; Ogden; Nowak
12518567,237AD3d,2025-04-25,1,4,HIGH,niagara,4,5,Smith; Bannister; Montour; Greenwood; Keane
12518568,237AD3d,2025-04-25,1,4,HIGH,niagara,4,5,Smith; Bannister; Montour; Greenwood; Keane
12518569,237AD3d,2025-04-25,1,4,HIGH,monroe,4,5,Whalen; Curran; Greenwood; Nowak; Keane
12518570,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12518574,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12518575,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12518576,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12518578,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Lindley; Curran; Bannister; Montour
12518579,237AD3d,2025-04-25,1,4,MED,,4,6,Curran; Montour; Smith; Nowak; DelConte; Lindley
12518580,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Montour; Ogden; Keane; Hannah
12518581,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Montour; Ogden; Keane; Hannah
12518582,237AD3d,2025-04-25,1,4,MED,,4,5,Curran; Montour; Smith; Greenwood; Keane
12518583,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Curran; Ogden; Nowak; DelConte
12518584,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Curran; Ogden; Nowak; DelConte
12518585,237AD3d,2025-04-25,1,4,MED,,4,4,Lindley; Ogden; DelConte; Hannah
12518586,237AD3d,2025-04-25,1,4,MED,,4,4,Lindley; Ogden; DelConte; Hannah
12518587,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Bannister; Ogden; DelConte; Hannah
12518588,237AD3d,2025-04-25,1,4,MED,,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12533099,237AD3d,2025-04-25,1,4,HIGH,wayne,4,5,Lindley; Montour; Smith; DelConte; Hannah
12533100,237AD3d,2025-04-25,1,4,HIGH,jefferson,4,5,Lindley; Montour; Smith; DelConte; Hannah
12533101,237AD3d,2025-04-25,1,4,HIGH,onondaga,4,5,Lindley; Montour; Ogden; Greenwood; Keane
12533102,237AD3d,2025-04-25,1,4,HIGH,genesee,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12533103,237AD3d,2025-04-25,1,4,HIGH,oneida,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12533104,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12533105,237AD3d,2025-04-25,1,4,HIGH,ontario,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12533106,237AD3d,2025-04-25,1,4,HIGH,monroe,4,5,Whalen; Bannister; Greenwood; Nowak; Hannah
12533107,237AD3d,2025-04-25,1,4,HIGH,erie,4,5,Bannister; Montour; Smith; Nowak; Hannah
12533108,237AD3d,2025-04-25,1,4,HIGH,chautauqua,4,5,Smith; Montour; Greenwood; Nowak; Keane
12533109,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12533110,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12533111,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12533112,237AD3d,2025-04-25,1,4,MED,,4,5,Lindley; Ogden; Nowak; DelConte; Keane
12518893,238AD3d,2025-05-09,1,2,HIGH,richmond,2,3,Wooten; Dowling; Landicino
12518894,238AD3d,2025-05-09,1,2,MED,,2,3,Brathwaite Nelson; Warhit; Taylor
12518895,238AD3d,2025-05-13,1,2,HIGH,kings,2,3,Christopher; Voutsinas; Hom
12518896,238AD3d,2025-05-14,1,2,HIGH,nassau,2,3,Warhit; Ventura; Golia
12518897,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Chambers; Warhit; Golia
12518898,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Ford; Love; Hom
12518899,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Brathwaite Nelson; Warhit; McCormack
12518900,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Ford; Love; Hom
12518901,238AD3d,2025-05-14,1,2,HIGH,westchester,2,3,Iannacci; Warhit; Love
12518902,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Wooten; Dowling; Taylor
12518903,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Dowling; Taylor; McCormack
12518904,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Dowling; Taylor; McCormack
12518905,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Dowling; Taylor; McCormack
12518906,238AD3d,2025-05-14,1,2,HIGH,westchester,2,3,Wooten; Dowling; Landicino
12518907,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Chambers; Landicino; Love
12518908,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Chambers; Landicino; Love
12518909,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Christopher; Voutsinas; Hom
12518910,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Wooten; Taylor; Hom
12518911,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Wooten; Taylor; Hom
12518912,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Genovesi; Wan; Landicino
12518913,238AD3d,2025-05-14,1,2,HIGH,richmond,2,3,Christopher; Wan; Love
12518914,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Ford; Voutsinas; McCormack
12518915,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Brathwaite Nelson; Dowling; Ventura
12518917,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Wooten; Taylor; Hom
12518919,238AD3d,2025-05-14,1,2,HIGH,nassau,2,3,Ford; Taylor; McCormack
12518920,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Dowling; Taylor; Hom
12518921,238AD3d,2025-05-14,1,2,HIGH,dutchess+westchester,2,3,Dowling; Ventura; Golia
12518922,238AD3d,2025-05-14,1,2,HIGH,rockland,2,3,Christopher; Taylor; McCormack
12518923,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Christopher; Wan; Golia
12518924,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Christopher; Warhit; Golia
12518925,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Christopher; Dowling; Ventura
12518926,238AD3d,2025-05-14,1,2,HIGH,nassau,2,3,Warhit; Ventura; Golia
12518927,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Voutsinas; Landicino; Hom
12518928,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Wooten; Warhit; Golia
12518929,238AD3d,2025-05-14,1,2,HIGH,nassau,2,3,Genovesi; Dowling; Love
12518930,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Wooten; Warhit; Golia
12518931,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Wooten; Warhit; Golia
12518932,238AD3d,2025-05-14,1,2,HIGH,orange,2,3,Brathwaite Nelson; Voutsinas; Hom
12518933,238AD3d,2025-05-14,1,2,HIGH,nassau,2,3,Wooten; Warhit; Ventura
12518934,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Wooten; Warhit; Golia
12518935,238AD3d,2025-05-14,1,2,HIGH,putnam,2,3,Christopher; Wan; Taylor
12518936,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Ford; Voutsinas; Love
12518937,238AD3d,2025-05-14,1,2,HIGH,dutchess,2,3,Wooten; Voutsinas; Ventura
12518938,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Dowling; Warhit; Wan
12518939,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Voutsinas; Taylor; Love
12518940,238AD3d,2025-05-14,1,2,HIGH,rockland,2,3,Voutsinas; Landicino; Hom
12518941,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Christopher; Wan; Taylor
12518942,238AD3d,2025-05-14,1,2,HIGH,richmond,2,3,Chambers; Ventura; McCormack
12518943,238AD3d,2025-05-14,1,2,HIGH,nassau,2,3,Ford; Voutsinas; Love
12518944,238AD3d,2025-05-14,1,2,HIGH,rockland,2,3,Ford; Voutsinas; Love
12518945,238AD3d,2025-05-14,1,2,HIGH,richmond,2,3,Voutsinas; Landicino; Hom
12518946,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Miller; Ventura; Hom
12518947,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Christopher; Taylor; McCormack
12518948,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Ford; Love; Golia
12518949,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Christopher; Warhit; Mc-Cormack
12518950,238AD3d,2025-05-14,1,2,HIGH,suffolk,2,3,Wooten; Warhit; Golia
12518951,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Dowling; Ventura; McCormack
12518952,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Brathwaite Nelson; Landicino; Golia
12518953,238AD3d,2025-05-14,1,2,HIGH,queens,2,3,Genovesi; Chambers; Wan
12518954,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Ford; Taylor; McCormack
12518955,238AD3d,2025-05-14,1,2,HIGH,kings,2,3,Miller; Dowling; Hom
